Type,Sales per customer,Delivery Status,Category Name,Customer Segment,Customer State,Customer Zipcode,Department Name,Latitude,Longitude,Order Country,Order Customer Id,order date (DateOrders),Order Item Quantity,Sales,Order Item Total,Order Region,Order Status,Product Card Id,Product Name,Product Price,shipping date (DateOrders),Shipping Mode
TRANSFER,98,Shipping canceled,Women's Apparel,Corporate,IL,60426,Golf,40.13446808,-87.610672,Brasil,2817,02/12/15 11:30,2,100,98,South America,SUSPECTED_FRAUD,502,Nike Men's Dri-FIT Victory Golf Polo,50,2/14/2015 11:30,Standard Class
TRANSFER,75.98000336,Shipping canceled,Shop By Sport,Corporate,MN,55124,Golf,44.72552109,-93.20613098,Brasil,2013,2/20/2017 22:54,2,79.98000336,75.98000336,South America,SUSPECTED_FRAUD,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,2/24/2017 22:54,Standard Class
TRANSFER,80,Shipping canceled,Women's Apparel,Corporate,MN,55124,Golf,44.72552109,-93.20613098,Brasil,2013,2/20/2017 22:54,2,100,80,South America,SUSPECTED_FRAUD,502,Nike Men's Dri-FIT Victory Golf Polo,50,2/24/2017 22:54,Standard Class
TRANSFER,119.9800034,Shipping canceled,Cleats,Corporate,AZ,85224,Apparel,33.3060379,-111.8926315,China,5920,01/10/16 23:18,2,119.9800034,119.9800034,Eastern Asia,CANCELED,365,Perfect Fitness Perfect Rip Deck,59.99000168,1/14/2016 23:18,Standard Class
TRANSFER,111.5800018,Shipping canceled,Cleats,Corporate,HI,96706,Apparel,21.33713913,-158.0259857,Turquía,5674,12/15/2016 14:24,2,119.9800034,111.5800018,West Asia,CANCELED,365,Perfect Fitness Perfect Rip Deck,59.99000168,12/20/2016 14:24,Standard Class
TRANSFER,89.98999786,Shipping canceled,Cleats,Corporate,AZ,85224,Apparel,33.3060379,-111.8926315,China,5920,01/10/16 23:18,2,119.9800034,89.98999786,Eastern Asia,CANCELED,365,Perfect Fitness Perfect Rip Deck,59.99000168,1/14/2016 23:18,Standard Class
TRANSFER,90,Shipping canceled,Women's Apparel,Corporate,WI,54935,Golf,43.97969818,-88.53061676,Turquía,11012,11/27/2016 22:08,2,100,90,West Asia,CANCELED,502,Nike Men's Dri-FIT Victory Golf Polo,50,12/01/16 22:08,Standard Class
TRANSFER,47.22999954,Shipping canceled,Accessories,Corporate,OH,45011,Outdoors,39.32382965,-84.46369171,Israel,6508,10/23/2016 19:55,2,49.97999954,47.22999954,West Asia,CANCELED,906,Team Golf Tennessee Volunteers Putter Grip,24.98999977,10/28/2016 19:55,Standard Class
TRANSFER,199.9799957,Advance shipping,Cardio Equipment,Corporate,PA,17055,Footwear,40.21145248,-77.0072937,Kazajistán,8995,9/27/2016 6:59,2,199.9799957,199.9799957,Central Asia,PENDING,191,Nike Men's Free 5.0+ Running Shoe,99.98999786,9/29/2016 6:59,Standard Class
TRANSFER,108.8399963,Shipping on time,Boxing & MMA,Corporate,CA,93063,Footwear,34.26791382,-118.6712112,Indonesia,9507,11/24/2015 23:11,2,109.9400024,108.8399963,Southeast Asia,PENDING,249,Under Armour Women's Micro G Skulpt Running S,54.97000122,11/28/2015 23:11,Standard Class
TRANSFER,197.9799957,Late delivery,Cardio Equipment,Corporate,LA,70570,Footwear,30.61235046,-92.12638855,Indonesia,11056,03/12/16 03:56,2,199.9799957,197.9799957,Southeast Asia,PENDING,191,Nike Men's Free 5.0+ Running Shoe,99.98999786,3/18/2016 3:56,Standard Class
TRANSFER,195.9799957,Advance shipping,Cardio Equipment,Corporate,HI,96734,Footwear,21.40107918,-157.7463837,Australia,10558,11/06/15 09:54,2,199.9799957,195.9799957,Oceania,PENDING,191,Nike Men's Free 5.0+ Running Shoe,99.98999786,11/09/15 09:54,Standard Class
TRANSFER,195.9799957,Advance shipping,Cardio Equipment,Corporate,VA,23503,Footwear,36.94200516,-76.24208069,Vietnam,6707,11/21/2015 22:40,2,199.9799957,195.9799957,Southeast Asia,PENDING,191,Nike Men's Free 5.0+ Running Shoe,99.98999786,11/23/2015 22:40,Standard Class
TRANSFER,181.9799957,Shipping on time,Cardio Equipment,Corporate,VA,22193,Footwear,37.16918945,-76.54801178,India,4029,12/29/2015 18:45,2,199.9799957,181.9799957,South Asia,PENDING,191,Nike Men's Free 5.0+ Running Shoe,99.98999786,01/02/16 18:45,Standard Class
TRANSFER,173.9799957,Late delivery,Cardio Equipment,Corporate,IL,60126,Footwear,39.75626755,-89.69435883,Filipinas,2189,12/11/15 06:31,2,199.9799957,173.9799957,Southeast Asia,PENDING,191,Nike Men's Free 5.0+ Running Shoe,99.98999786,12/17/2015 6:31,Standard Class
TRANSFER,163.9799957,Shipping on time,Cardio Equipment,Corporate,MI,48205,Footwear,42.42877197,-82.98252869,Nueva Zelanda,1865,3/27/2016 23:22,2,199.9799957,163.9799957,Oceania,PENDING,191,Nike Men's Free 5.0+ Running Shoe,99.98999786,3/31/2016 23:22,Standard Class
TRANSFER,82.45999908,Shipping on time,Boxing & MMA,Corporate,CO,80013,Footwear,39.49591446,-98.98998261,China,9345,12/19/2015 1:15,2,109.9400024,82.45999908,Eastern Asia,PENDING,249,Under Armour Women's Micro G Skulpt Running S,54.97000122,12/23/2015 1:15,Standard Class
TRANSFER,47.99000168,Advance shipping,Electronics,Corporate,AZ,85033,Footwear,33.4926796,-112.2088623,Irán,9356,09/09/16 06:40,2,63.97999954,47.99000168,South Asia,PENDING,282,Under Armour Women's Ignite PIP VI Slide,31.98999977,09/12/16 06:40,Standard Class
TRANSFER,115.1800003,Advance shipping,Cleats,Corporate,HI,96734,Apparel,21.40107918,-157.7463837,Australia,10558,11/06/15 09:54,2,119.9800034,115.1800003,Oceania,PENDING,365,Perfect Fitness Perfect Rip Deck,59.99000168,11/09/15 09:54,Standard Class
TRANSFER,113.9800034,Advance shipping,Cleats,Corporate,MD,20783,Apparel,38.98765183,-76.98097229,Corea del Sur,5821,11/13/2015 17:04,2,119.9800034,113.9800034,Eastern Asia,PENDING,365,Perfect Fitness Perfect Rip Deck,59.99000168,11/16/2015 17:04,Standard Class
TRANSFER,113.3799973,Advance shipping,Cleats,Corporate,TX,77479,Apparel,29.54194069,-95.60385132,India,532,11/13/2015 14:58,2,119.9800034,113.3799973,South Asia,PENDING,365,Perfect Fitness Perfect Rip Deck,59.99000168,11/15/2015 14:58,Standard Class
TRANSFER,99.58000183,Shipping on time,Cleats,Corporate,OH,44035,Apparel,41.36125946,-82.11012268,Australia,8977,12/15/2015 13:10,2,119.9800034,99.58000183,Oceania,PENDING,365,Perfect Fitness Perfect Rip Deck,59.99000168,12/19/2015 13:10,Standard Class
TRANSFER,98.37999725,Late delivery,Cleats,Corporate,NC,27606,Apparel,35.78998184,-78.61327362,Australia,4117,3/17/2016 0:57,2,119.9800034,98.37999725,Oceania,PENDING,365,Perfect Fitness Perfect Rip Deck,59.99000168,3/22/2016 0:57,Standard Class
TRANSFER,98.37999725,Advance shipping,Cleats,Corporate,OH,45601,Apparel,39.33096314,-82.97971344,Filipinas,3985,03/12/16 00:47,2,119.9800034,98.37999725,Southeast Asia,PENDING,365,Perfect Fitness Perfect Rip Deck,59.99000168,3/14/2016 0:47,Standard Class
TRANSFER,89.98999786,Advance shipping,Cleats,Corporate,VA,23503,Apparel,36.94200516,-76.24208069,Vietnam,6707,11/21/2015 22:40,2,119.9800034,89.98999786,Southeast Asia,PENDING,365,Perfect Fitness Perfect Rip Deck,59.99000168,11/23/2015 22:40,Standard Class
TRANSFER,98,Late delivery,Women's Apparel,Corporate,NJ,7305,Golf,40.70602036,-74.08685303,China,3586,10/28/2015 14:38,2,100,98,Eastern Asia,PENDING,502,Nike Men's Dri-FIT Victory Golf Polo,50,11/02/15 14:38,Standard Class
TRANSFER,98,Advance shipping,Women's Apparel,Corporate,CA,91304,Golf,38.6803894,-120.9727783,Tailandia,9001,2/29/2016 21:07,2,100,98,Southeast Asia,PENDING,502,Nike Men's Dri-FIT Victory Golf Polo,50,03/03/16 21:07,Standard Class
TRANSFER,96,Shipping on time,Women's Apparel,Corporate,TX,79109,Golf,35.22186661,-101.8741608,Corea del Sur,10678,11/13/2015 17:25,2,100,96,Eastern Asia,PENDING,502,Nike Men's Dri-FIT Victory Golf Polo,50,11/17/2015 17:25,Standard Class
TRANSFER,96,Shipping on time,Women's Apparel,Corporate,MI,49201,Golf,42.15800095,-84.4278183,Australia,1664,11/02/15 08:09,2,100,96,Oceania,PENDING,502,Nike Men's Dri-FIT Victory Golf Polo,50,11/06/15 08:09,Standard Class
TRANSFER,74.37999725,Late delivery,Shop By Sport,Corporate,CA,92553,Golf,33.92366028,-117.2291946,China,11882,3/13/2016 7:37,2,79.98000336,74.37999725,Eastern Asia,PENDING,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,3/18/2016 7:37,Standard Class
TRANSFER,74.37999725,Advance shipping,Girls' Apparel,Corporate,IL,60624,Golf,41.8728714,-87.71582031,Turquía,4808,10/20/2016 17:17,2,79.98000336,74.37999725,West Asia,PENDING,572,TYR Boys' Team Digi Jammer,39.99000168,10/22/2016 17:17,Standard Class
TRANSFER,88,Advance shipping,Women's Apparel,Corporate,LA,70119,Golf,29.9740696,-90.087883,Australia,10201,1/28/2016 5:45,2,100,88,Oceania,PENDING,502,Nike Men's Dri-FIT Victory Golf Polo,50,1/30/2016 5:45,Standard Class
TRANSFER,69.58000183,Advance shipping,Shop By Sport,Corporate,TX,78586,Golf,26.140728,-97.66805267,Australia,2292,12/13/2015 16:40,2,79.98000336,69.58000183,Oceania,PENDING,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,12/15/2015 16:40,Standard Class
TRANSFER,67.98000336,Advance shipping,Shop By Sport,Corporate,CA,90024,Golf,34.04558563,-118.2479172,Australia,11675,11/27/2015 1:38,2,79.98000336,67.98000336,Oceania,PENDING,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,11/30/2015 1:38,Standard Class
TRANSFER,84,Advance shipping,Women's Apparel,Corporate,NY,11203,Golf,40.64674377,-73.94338989,Indonesia,1144,03/11/16 21:38,2,100,84,Southeast Asia,PENDING,502,Nike Men's Dri-FIT Victory Golf Polo,50,3/14/2016 21:38,Standard Class
TRANSFER,83,Late delivery,Women's Apparel,Corporate,DE,19720,Golf,39.28265762,-77.4777832,China,640,10/30/2015 23:03,2,100,83,Eastern Asia,PENDING,502,Nike Men's Dri-FIT Victory Golf Polo,50,11/05/15 23:03,Standard Class
TRANSFER,83,Advance shipping,Women's Apparel,Corporate,PA,17331,Golf,39.80402374,-76.97429657,China,8612,3/17/2016 19:31,2,100,83,Eastern Asia,PENDING,502,Nike Men's Dri-FIT Victory Golf Polo,50,3/20/2016 19:31,Standard Class
TRANSFER,65.58000183,Advance shipping,Shop By Sport,Corporate,HI,96817,Golf,21.32156754,-157.8721771,Australia,4402,3/31/2016 14:15,2,79.98000336,65.58000183,Oceania,PENDING,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,04/02/16 14:15,Standard Class
TRANSFER,63.97999954,Advance shipping,Electronics,Corporate,NJ,7003,Outdoors,40.79833603,-74.19944,Pakistán,3815,1/30/2016 5:24,2,63.97999954,63.97999954,South Asia,PENDING,825,Bridgestone e6 Straight Distance NFL Tennesse,31.98999977,02/02/16 05:24,Standard Class
TRANSFER,95.98000336,Shipping on time,Electronics,Corporate,NM,87105,Outdoors,35.06517029,-106.6699524,Turquía,10834,11/03/16 13:04,2,95.98000336,95.98000336,West Asia,PENDING,822,Titleist Pro V1x High Numbers Golf Balls,47.99000168,11/07/16 13:04,Standard Class
TRANSFER,39.18000031,Advance shipping,Golf Balls,Corporate,NJ,7003,Outdoors,40.79833603,-74.19944,Pakistán,3815,1/30/2016 5:24,2,39.97999954,39.18000031,South Asia,PENDING,810,Glove It Women's Mod Oval Golf Glove,19.98999977,02/02/16 05:24,Standard Class
TRANSFER,36.38000107,Late delivery,Golf Balls,Corporate,DE,19720,Outdoors,39.28265762,-77.4777832,China,640,10/30/2015 23:03,2,39.97999954,36.38000107,Eastern Asia,PENDING,804,Glove It Women's Imperial Golf Glove,19.98999977,11/05/15 23:03,Standard Class
TRANSFER,33.58000183,Shipping on time,Golf Balls,Corporate,CO,80013,Outdoors,39.49591446,-98.98998261,China,9345,12/19/2015 1:15,2,39.97999954,33.58000183,Eastern Asia,PENDING,810,Glove It Women's Mod Oval Golf Glove,19.98999977,12/23/2015 1:15,Standard Class
TRANSFER,76.77999878,Advance shipping,Electronics,Corporate,TX,77479,Outdoors,29.54194069,-95.60385132,India,532,11/13/2015 14:58,2,95.98000336,76.77999878,South Asia,PENDING,818,Titleist Pro V1x Golf Balls,47.99000168,11/15/2015 14:58,Standard Class
TRANSFER,119.9800034,Late delivery,Baseball & Softball,Corporate,CA,90001,Fitness,33.96017456,-118.2632217,Indonesia,3554,1/22/2016 23:17,2,119.9800034,119.9800034,Southeast Asia,PROCESSING,44,adidas Men's F10 Messi TRX FG Soccer Cleat,59.99000168,1/28/2016 23:17,Standard Class
TRANSFER,195.9799957,Shipping on time,Cardio Equipment,Corporate,CA,90630,Footwear,35.57210541,-120.9117966,Mongolia,10219,9/26/2016 12:25,2,199.9799957,195.9799957,Eastern Asia,PROCESSING,191,Nike Men's Free 5.0+ Running Shoe,99.98999786,9/30/2016 12:25,Standard Class
TRANSFER,193.9799957,Shipping on time,Cardio Equipment,Corporate,CA,90630,Footwear,35.57210541,-120.9117966,Mongolia,10219,9/26/2016 12:25,2,199.9799957,193.9799957,Eastern Asia,PROCESSING,191,Nike Men's Free 5.0+ Running Shoe,99.98999786,9/30/2016 12:25,Standard Class
TRANSFER,52.90000153,Late delivery,Electronics,Corporate,LA,70117,Footwear,29.96774292,-90.03494263,Nueva Zelanda,11730,3/28/2016 12:19,2,55.97999954,52.90000153,Oceania,PROCESSING,273,Under Armour Kids' Mercenary Slide,27.98999977,04/03/16 12:19,Standard Class
TRANSFER,173.9799957,Shipping on time,Cardio Equipment,Corporate,NY,11229,Footwear,40.60237885,-73.95497131,Australia,4756,12/02/15 13:22,2,199.9799957,173.9799957,Oceania,PROCESSING,191,Nike Men's Free 5.0+ Running Shoe,99.98999786,12/06/15 13:22,Standard Class
TRANSFER,169.9799957,Shipping on time,Cardio Equipment,Corporate,NY,12550,Footwear,41.50205994,-74.01177216,China,7229,3/13/2016 19:32,2,199.9799957,169.9799957,Eastern Asia,PROCESSING,191,Nike Men's Free 5.0+ Running Shoe,99.98999786,3/17/2016 19:32,Standard Class
TRANSFER,165.9799957,Shipping on time,Cardio Equipment,Corporate,NY,10040,Footwear,40.85889053,-73.93106842,Japón,7963,2/22/2016 0:17,2,199.9799957,165.9799957,Eastern Asia,PROCESSING,191,Nike Men's Free 5.0+ Running Shoe,99.98999786,2/26/2016 0:17,Standard Class
TRANSFER,165.9799957,Late delivery,Cardio Equipment,Corporate,LA,70117,Footwear,29.96774292,-90.03494263,Nueva Zelanda,11730,3/28/2016 12:19,2,199.9799957,165.9799957,Oceania,PROCESSING,191,Nike Men's Free 5.0+ Running Shoe,99.98999786,04/03/16 12:19,Standard Class
TRANSFER,165.9799957,Shipping on time,Cardio Equipment,Corporate,TX,79109,Footwear,35.18754196,-101.8676224,Filipinas,4464,10/31/2015 5:21,2,199.9799957,165.9799957,Southeast Asia,PROCESSING,191,Nike Men's Free 5.0+ Running Shoe,99.98999786,11/04/15 05:21,Standard Class
TRANSFER,159.9799957,Late delivery,Cardio Equipment,Corporate,MI,49201,Footwear,42.20007706,-84.43824005,Irak,5429,9/29/2016 0:41,2,199.9799957,159.9799957,West Asia,PROCESSING,191,Nike Men's Free 5.0+ Running Shoe,99.98999786,10/05/16 00:41,Standard Class
TRANSFER,149.9900055,Advance shipping,Cardio Equipment,Corporate,LA,70072,Footwear,29.89742088,-90.10965729,China,1383,12/16/2015 20:21,2,199.9799957,149.9900055,Eastern Asia,PROCESSING,191,Nike Men's Free 5.0+ Running Shoe,99.98999786,12/19/2015 20:21,Standard Class
TRANSFER,119.9800034,Advance shipping,Cleats,Corporate,TX,75052,Apparel,32.6425972,-97.02174377,India,3153,11/03/15 18:29,2,119.9800034,119.9800034,South Asia,PROCESSING,365,Perfect Fitness Perfect Rip Deck,59.99000168,11/05/15 18:29,Standard Class
TRANSFER,118.7799988,Late delivery,Cleats,Corporate,NY,10467,Apparel,40.89811325,-73.85901642,Pakistán,11357,1/30/2016 4:42,2,119.9800034,118.7799988,South Asia,PROCESSING,365,Perfect Fitness Perfect Rip Deck,59.99000168,02/05/16 04:42,Standard Class
TRANSFER,116.3799973,Advance shipping,Cleats,Corporate,CO,80631,Apparel,40.41231918,-104.6923523,Filipinas,4700,01/09/16 18:34,2,119.9800034,116.3799973,Southeast Asia,PROCESSING,365,Perfect Fitness Perfect Rip Deck,59.99000168,01/11/16 18:34,Standard Class
TRANSFER,113.9800034,Late delivery,Cleats,Corporate,GA,30080,Apparel,33.08282852,-82.9998703,Nueva Zelanda,1975,3/18/2016 19:21,2,119.9800034,113.9800034,Oceania,PROCESSING,365,Perfect Fitness Perfect Rip Deck,59.99000168,3/24/2016 19:21,Standard Class
TRANSFER,113.3799973,Late delivery,Cleats,Corporate,CA,91790,Apparel,34.0700798,-117.9371948,India,6187,03/03/16 06:14,2,119.9800034,113.3799973,South Asia,PROCESSING,365,Perfect Fitness Perfect Rip Deck,59.99000168,03/09/16 06:14,Standard Class
TRANSFER,109.1800003,Late delivery,Cleats,Corporate,IL,60617,Apparel,41.89603806,-87.67301941,Nueva Zelanda,12205,04/01/16 10:34,2,119.9800034,109.1800003,Oceania,PROCESSING,365,Perfect Fitness Perfect Rip Deck,59.99000168,04/06/16 10:34,Standard Class
TRANSFER,100.7799988,Late delivery,Cleats,Corporate,IL,60609,Apparel,41.80830002,-87.66905975,Pakistán,4862,12/29/2015 7:12,2,119.9800034,100.7799988,South Asia,PROCESSING,365,Perfect Fitness Perfect Rip Deck,59.99000168,01/04/16 07:12,Standard Class
TRANSFER,100.7799988,Advance shipping,Cleats,Corporate,TX,76180,Apparel,32.84292221,-97.22615814,India,6180,1/13/2016 7:00,2,119.9800034,100.7799988,South Asia,PROCESSING,365,Perfect Fitness Perfect Rip Deck,59.99000168,1/16/2016 7:00,Standard Class
TRANSFER,99.58000183,Late delivery,Cleats,Corporate,CA,92504,Apparel,33.96971512,-117.3822708,Turquía,11977,09/07/16 08:04,2,119.9800034,99.58000183,West Asia,PROCESSING,365,Perfect Fitness Perfect Rip Deck,59.99000168,09/12/16 08:04,Standard Class
TRANSFER,89.98999786,Advance shipping,Cleats,Corporate,CA,92111,Apparel,32.7794342,-117.1718597,Irán,10126,10/19/2016 9:45,2,119.9800034,89.98999786,South Asia,PROCESSING,365,Perfect Fitness Perfect Rip Deck,59.99000168,10/21/2016 9:45,Standard Class
TRANSFER,79.18000031,Shipping on time,Shop By Sport,Corporate,FL,33165,Golf,25.74022484,-80.36169434,Kazajistán,1880,10/31/2016 11:30,2,79.98000336,79.18000031,Central Asia,PROCESSING,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,11/04/16 11:30,Standard Class
TRANSFER,98,Late delivery,Women's Apparel,Corporate,MI,48192,Golf,42.23049164,-83.1519165,Filipinas,8747,11/02/15 12:00,2,100,98,Southeast Asia,PROCESSING,502,Nike Men's Dri-FIT Victory Golf Polo,50,11/07/15 12:00,Standard Class
TRANSFER,98,Late delivery,Women's Apparel,Corporate,OH,44109,Golf,41.41943359,-81.68500519,Filipinas,11252,12/09/15 12:08,2,100,98,Southeast Asia,PROCESSING,502,Nike Men's Dri-FIT Victory Golf Polo,50,12/14/2015 12:08,Standard Class
TRANSFER,98,Advance shipping,Women's Apparel,Corporate,TX,77093,Golf,29.76576996,-95.37227631,Emiratos Árabes Unidos,5598,10/08/16 21:31,2,100,98,West Asia,PROCESSING,502,Nike Men's Dri-FIT Victory Golf Polo,50,10/10/16 21:31,Standard Class
TRANSFER,77.58000183,Advance shipping,Shop By Sport,Corporate,CO,80126,Golf,39.522995,-104.9482193,China,1067,02/08/16 13:37,2,79.98000336,77.58000183,Eastern Asia,PROCESSING,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,02/11/16 13:37,Standard Class
TRANSFER,77.58000183,Shipping on time,Shop By Sport,Corporate,CO,80501,Golf,40.1901207,-105.1010666,Corea del Sur,8681,12/30/2015 3:31,2,79.98000336,77.58000183,Eastern Asia,PROCESSING,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,01/03/16 03:31,Standard Class
TRANSFER,77.58000183,Advance shipping,Shop By Sport,Corporate,CA,95822,Golf,38.49541855,-121.479187,Turquía,10884,09/07/16 07:22,2,79.98000336,77.58000183,West Asia,PROCESSING,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,09/10/16 07:22,Standard Class
TRANSFER,97,Advance shipping,Women's Apparel,Corporate,NY,11207,Golf,40.66577148,-73.89246368,Turquía,8850,11/08/16 07:59,2,100,97,West Asia,PROCESSING,502,Nike Men's Dri-FIT Victory Golf Polo,50,11/10/16 07:59,Standard Class
TRANSFER,57,Late delivery,Girls' Apparel,Corporate,MI,48192,Golf,42.23049164,-83.1519165,Filipinas,8747,11/02/15 12:00,2,60,57,Southeast Asia,PROCESSING,564,Nike Men's Deutschland Weltmeister Winners Bl,30,11/07/15 12:00,Standard Class
TRANSFER,94.5,Late delivery,Women's Apparel,Corporate,VA,23320,Golf,36.7805481,-76.2246933,Kazajistán,5316,12/13/2016 23:52,2,100,94.5,Central Asia,PROCESSING,502,Nike Men's Dri-FIT Victory Golf Polo,50,12/18/2016 23:52,Standard Class
TRANSFER,91,Advance shipping,Women's Apparel,Corporate,MD,20783,Golf,38.98765183,-76.98097229,China,5821,11/25/2015 3:44,2,100,91,Eastern Asia,PROCESSING,502,Nike Men's Dri-FIT Victory Golf Polo,50,11/27/2015 3:44,Standard Class
TRANSFER,72.77999878,Shipping on time,Shop By Sport,Corporate,CO,80110,Golf,39.62960815,-104.9947433,Australia,1801,3/24/2016 7:46,2,79.98000336,72.77999878,Oceania,PROCESSING,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,3/28/2016 7:46,Standard Class
TRANSFER,87,Shipping on time,Women's Apparel,Corporate,IL,60004,Golf,42.13397598,-87.98233032,Nueva Zelanda,4627,3/28/2016 18:38,2,100,87,Oceania,PROCESSING,502,Nike Men's Dri-FIT Victory Golf Polo,50,04/01/16 18:38,Standard Class
TRANSFER,87,Late delivery,Women's Apparel,Corporate,NY,10467,Golf,40.89811325,-73.85901642,Pakistán,11357,1/30/2016 4:42,2,100,87,South Asia,PROCESSING,502,Nike Men's Dri-FIT Victory Golf Polo,50,02/05/16 04:42,Standard Class
CASH,314.6400146,Shipping on time,Sporting Goods,Home Office,FL,33624,Fitness,28.10211754,-82.51211548,Australia,19349,01/11/18 10:21,1,327.75,314.6400146,Oceania,CLOSED,1360,Smart watch ,327.75,1/13/2018 10:21,Second Class
DEBIT,311.3599854,Late delivery,Sporting Goods,Corporate,TX,78586,Fitness,26.140728,-97.66805267,Australia,19348,01/11/18 10:00,1,327.75,311.3599854,Oceania,COMPLETE,1360,Smart watch ,327.75,1/17/2018 10:00,Standard Class
PAYMENT,304.8099976,Shipping on time,Sporting Goods,Corporate,IN,46226,Fitness,39.83699036,-86.01907349,China,19346,01/11/18 09:18,1,327.75,304.8099976,Eastern Asia,PENDING_PAYMENT,1360,Smart watch ,327.75,1/15/2018 9:18,Standard Class
